;body_0_r;body_0_rdot;body_0_phi;body_0_phidot;body_1_r;body_1_rdot;body_1_phi;body_1_phidot;body_2_r;body_2_rdot;body_2_phi;body_2_phidot
0;1.0;0.0;0.0;20.0;1.0;0.0;2.0943951023931953;20.0;1.0;0.0;-2.0943951023931953;20.0
1;0.9999951887477567;-0.009622523931005031;-0.0003849001794597506;-0.38509263232728497;0.9999951887477567;-0.009622523931005031;2.0940102022137355;-0.3850926323272848;0.9999951887477567;-0.009622523931005031;-2.094780002572655;-0.38509263232728497
2;0.999980754952138;-0.019245125641014188;-0.0007698059145285156;-0.38509819627005604;0.999980754952138;-0.019245125641014188;2.093625296478667;-0.3850981962700558;0.999980754952138;-0.019245125641014188;-2.0951649083077237;-0.38509819627005604
3;0.9999566984964747;-0.02886788291286792;-0.001154728317110758;-0.3851148776742724;0.9999566984964747;-0.02886788291286792;2.0932403740760845;-0.38511487767427227;0.9999566984964747;-0.02886788291286792;-2.095549830710306;-0.3851148776742725
4;0.9999230191863122;-0.038490873537079695;-0.0015396785011704281;-0.3851426786011371;0.9999230191863122;-0.038490873537079695;2.0928554238920247;-0.3851426786011368;0.9999230191863122;-0.038490873537079695;-2.095934780894366;-0.3851426786011371
5;0.9998797167494006;-0.048114175315673455;-0.0019246675841045613;-0.3851816024861398;0.9998797167494006;-0.048114175315673455;2.0924704348090906;-0.3851816024861394;0.9998797167494006;-0.048114175315673455;-2.0963197699773;-0.3851816024861397
6;0.9998267908356809;-0.05773786606602218;-0.002309706688117791;-0.38523165413996974;0.9998267908356809;-0.057737866066022187;2.092085395705077;-0.3852316541399694;0.9998267908356809;-0.057737866066022187;-2.0967048090813134;-0.3852316541399696
7;0.9997642410172686;-0.06736202362468802;-0.002694806941598139;-0.3852928397497961;0.9997642410172686;-0.06736202362468803;2.091700295451597;-0.38529283974979567;0.9997642410172686;-0.06736202362468803;-2.0970899093347937;-0.38529283974979595
8;0.9996920667884316;-0.0769867258512642;-0.0030799794804944516;-0.38536516688091316;0.9996920667884316;-0.07698672585126422;2.0913151229127007;-0.38536516688091277;0.9996920667884316;-0.07698672585126422;-2.09747508187369;-0.38536516688091277
9;0.999610267565566;-0.08661205063221933;-0.0034652354496958458;-0.385448644478753;0.999610267565566;-0.08661205063221936;2.0909298669434992;-0.3854486444787529;0.999610267565566;-0.08661205063221936;-2.0978603378428913;-0.385448644478753
10;0.9995188426871672;-0.09623807588474423;-0.003850586004413538;-0.3855432828712684;0.9995188426871672;-0.09623807588474426;2.0905445163887815;-0.38554328287126816;0.9995188426871672;-0.09623807588474426;-2.098245688397609;-0.38554328287126827
11;0.9994177914137966;-0.1058648795606018;-0.00423604231156542;-0.38564909377168055;0.9994177914137966;-0.10586487956060182;2.0901590600816298;-0.38564909377168044;0.9994177914137966;-0.10586487956060182;-2.0986311447047608;-0.38564909377168044
12;0.999307112928046;-0.11549253964998034;-0.004621615551163751;-0.38576609028160236;0.999307112928046;-0.11549253964998037;2.0897734868420312;-0.38576609028160214;0.999307112928046;-0.11549253964998037;-2.0990167179443593;-0.38576609028160236
13;0.9991868063344966;-0.12512113418535056;-0.005007316917706349;-0.3858942868945303;0.9991868063344966;-0.1251211341853506;2.0893877854754885;-0.3858942868945302;0.9991868063344966;-0.1251211341853506;-2.099402419310902;-0.3858942868945302
14;0.9990568706596753;-0.13475074124532682;-0.005393157621571636;-0.3860336994997105;0.9990568706596753;-0.13475074124532685;2.0890019447716233;-0.38603369949971;0.9990568706596753;-0.13475074124532685;-2.0997882600147673;-0.38603369949971034
15;0.998917304852006;-0.14438143895853284;-0.005779148890417932;-0.3861843453863802;0.998917304852006;-0.14438143895853287;2.088615953502777;-0.38618434538637986;0.998917304852006;-0.14438143895853287;-2.1001742512836135;-0.38618434538638
16;0.9987681077817583;-0.15401330550747228;-0.006165301970587356;-0.38634624324838773;0.9987681077817583;-0.1540133055074723;2.088229800422608;-0.3863462432483874;0.9987681077817583;-0.1540133055074723;-2.1005604043637827;-0.3863462432483876
17;0.9986092782409911;-0.16364641913240466;-0.006551628128514731;-0.38651941318918903;0.9986092782409911;-0.16364641913240469;2.0878434742646803;-0.3865194131891888;0.9986092782409911;-0.16364641913240469;-2.10094673052171;-0.38651941318918903
18;0.9984408149434935;-0.17328085813522695;-0.006938138652141861;-0.38670387672722806;0.9984408149434935;-0.17328085813522698;2.087456963741053;-0.3867038767272277;0.9984408149434935;-0.17328085813522698;-2.1013332410453374;-0.38670387672722806
19;0.9982627165247207;-0.18291670088336118;-0.007324844852337569;-0.38689965680170074;0.9982627165247207;-0.1829167008833612;2.0870702575408573;-0.38689965680170046;0.9982627165247207;-0.1829167008833612;-2.1017199472455332;-0.38689965680170046
20;0.9980749815417268;-0.19255402581364842;-0.007711758064323881;-0.38710677777870456;0.9980749815417268;-0.19255402581364844;2.086683344328871;-0.38710677777870406;0.9980749815417268;-0.19255402581364844;-2.1021068604575195;-0.38710677777870434
21;0.9978776084730934;-0.2021929114362496;-0.00809888964910875;-0.3873252654577788;0.9978776084730934;-0.20219291143624962;2.0862962127440863;-0.38732526545777846;0.9978776084730934;-0.20219291143624962;-2.1024939920423042;-0.38732526545777857
22;0.9976705957188543;-0.2118334363385535;-0.008486250994925712;-0.38755514707883804;0.9976705957188543;-0.21183343633855353;2.0859088513982695;-0.38755514707883776;0.9976705957188543;-0.21183343633855353;-2.102881353388121;-0.38755514707883804
