;body_0_r;body_0_rdot;body_0_phi;body_0_phidot;body_1_r;body_1_rdot;body_1_phi;body_1_phidot;body_2_r;body_2_rdot;body_2_phi;body_2_phidot
0;1.000001;0.33156331552208845;0.0;0.38821847924888564;1.000001;0.33156331552208845;3.141592653589793;0.38821847924888564;1e-07;0.6631266310441769;0.0;-2.7533741743409075
1;1.000327063317022;0.3265618463597087;-0.0019999940000120005;-2.000993019463522;1.000327063317022;0.3265618463597087;3.139592659589781;-2.000993019463522;2000000000000000.2;2.0000000000000003e+18;-2.0000000000000003e+18;-2.0000000000000003e+21
2;1.0006541236927193;0.32755743662825154;-0.00399803290305545;-1.9990369432368418;1.0006541236927193;0.32755743662825154;3.1375946206867376;-1.9990369432368418;4000000000000000.5;2.0000000000000003e+18;-2.0000000000000003e+18;-2.500156249999999e-46
3;1.0009821781902786;0.3285500878688974;-0.005994113289840586;-1.9970774460291478;1.0009821781902786;0.3285500878688974;3.135598540299952;-1.9970774460291478;6000000000000001.0;2.0000000000000003e+18;-2.0000000000000003e+18;-3.1254629629629614e-47
4;1.0013112238684572;0.3295397956823202;-0.007988231777865128;-1.9951145646462856;1.0013112238684572;0.3295397956823202;3.1336044218119277;-1.9951145646462856;8000000000000001.0;2.0000000000000003e+18;-2.0000000000000003e+18;-9.261212384259255e-48
5;1.0016412577816431;0.33052655572855744;-0.009980385021351347;-1.9931483358311344;1.0016412577816431;0.33052655572855744;3.1316122685684413;-1.9931483358311344;1.0000000000000002e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-3.907249999999998e-48
6;1.0019722769799142;0.3315103637268837;-0.011970569711181933;-1.9911787962624115;1.0019722769799142;0.3315103637268837;3.1296220838786106;-1.9911787962624115;1.2000000000000002e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-2.0005787037037027e-48
7;1.002304278509097;0.33249121545568294;-0.013958782574834681;-1.9892059825534887;1.002304278509097;0.33249121545568294;3.127633871014958;-1.9892059825534887;1.4000000000000002e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-1.1577718388942874e-48
8;1.0026372594108257;0.3334691067523182;-0.01594502037631601;-1.9872299312512174;1.0026372594108257;0.3334691067523182;3.1256476332134766;-1.9872299312512174;1.6000000000000002e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-7.291071143859326e-49
9;1.0029712167226017;0.3344440335129997;-0.017929279916093315;-1.9852506788347701;1.0029712167226017;0.3344440335129997;3.123663373673699;-1.9852506788347701;1.8000000000000002e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-4.884527177640601e-49
10;1.0033061474778517;0.33541599169265107;-0.019911558031026167;-1.9832682617144863;1.0033061474778517;0.33541599169265107;3.1216810955587664;-1.9832682617144863;2.0000000000000004e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-3.4306052812071315e-49
11;1.003642048705987;0.3363849773047735;-0.02189185159429638;-1.9812827162307343;1.003642048705987;0.3363849773047735;3.119700801995496;-1.9812827162307343;2.2000000000000004e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-2.500939143501126e-49
12;1.0039789174324611;0.3373509864213083;-0.02387015751533695;-1.979294078652782;1.0039789174324611;0.3373509864213083;3.1177224960744554;-1.979294078652782;2.4000000000000004e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-1.879010381883573e-49
13;1.0043167506788295;0.3383140151724972;-0.02584647273975987;-1.9773023851776814;1.0043167506788295;0.3383140151724972;3.1157461808500324;-1.9773023851776814;2.6000000000000004e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-1.4473282169288079e-49
14;1.004655545462806;0.3392740597467416;-0.027820794249282844;-1.9753076719291585;1.004655545462806;0.3392740597467416;3.1137718593405093;-1.9753076719291585;2.8000000000000004e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-1.1383708784573712e-49
15;1.0049952987983228;0.340231116390459;-0.029793119061654907;-1.973309974956527;1.0049952987983228;0.340231116390459;3.1117995345281373;-1.973309974956527;3.0000000000000004e+16;2.0000000000000003e+18;-2.0000000000000003e+18;-9.114490875715362e-50
